#{"t_start": 1771225423.6887798, "env_id": "None"}
r,l,t
2997.5427,2433,22129.226249
-185.50012,333,22136.660808
-213.89363,326,22150.448943
-243.79884,305,22167.049109
3014.0034,2699,22186.888951
3143.3782,3053,22191.793759
3079.4954,2566,22195.370778
2931.9058,2499,22201.615781
-164.10855,454,22213.137882
-279.99847,342,22218.703795
3108.8887,2778,22238.566487
2871.3572,2714,22250.311911
-118.519554,481,22261.186275
3015.2065,2694,22264.44162
3190.2932,2221,22266.208298
-209.84348,519,22274.369102
-164.45868,484,22289.94525
-222.90245,510,22314.783705
2924.1191,2604,22316.517718
-154.44894,361,22333.821502
3006.5554,2574,22335.810825
3083.577,2849,22336.055882
2975.1904,2913,22348.190418
2884.9714,2596,22371.808177
3143.0986,2379,22373.907488
3203.8696,2764,22387.549044
-136.67212,474,22399.256177
-129.92949,446,22401.536169
-148.26212,493,22409.543808
2673.388,2341,22418.455113
-168.01332,365,22430.422733
2919.972,2353,22441.672492
3032.0164,2601,22449.316951
2961.4756,2594,22453.585767
-121.70987,467,22454.914233
2949.9944,2508,22465.726192
-256.66034,286,22467.980378
-222.65036,296,22474.71606
96.44526,772,22509.903827
-170.89314,359,22526.943885
3078.9272,2565,22532.907611
2985.1257,2567,22536.580374
-178.2768,379,22545.454303
2906.4524,2471,22551.471513
-192.75215,392,22556.404104
-130.62816,634,22567.988167
3108.6711,2427,22572.740461
-254.09576,295,22575.357743
-135.68881,527,22576.304276
2825.2034,2496,22589.203622
-176.07065,391,22596.388804
3137.1565,2492,22598.381394
3055.6663,2524,22614.579534
-124.93455,481,22621.969773
-191.65462,311,22622.508305
-161.22159,574,22635.144668
-159.17343,417,22646.299097
-238.54152,309,22652.309039
-268.38226,312,22664.35878
-78.048,515,22688.321993
3007.0642,2532,22693.938656
2867.234,2442,22704.193986
2991.085,2573,22718.146029
-155.87265,418,22719.305191
3013.837,2816,22733.635997
-205.6476,384,22739.165603
2693.6033,2354,22747.943253
2804.5332,2578,22751.826591
-234.92711,379,22759.047637
-242.2348,343,22776.96385
-46.676064,618,22783.114955
2889.3577,2629,22788.999358
-192.33473,352,22809.079591
2847.6133,2688,22826.591891
-171.25954,511,22832.354018
2873.7239,2610,22841.931041
-242.78056,333,22852.005721
3105.7212,2757,22861.560367
2876.6023,2461,22861.950923
2866.286,2558,22881.42867
-122.13924,546,22888.731964
3031.0303,2437,22901.307816
2993.9006,2352,22903.634288
-75.37661,573,22907.867836
-175.57275,357,22927.942714
-151.33563,441,22928.095199
-60.640587,556,22936.404374
-200.15663,376,22956.033398
-237.68948,348,22958.402339
-177.4805,459,22959.907033
-251.47475,306,22974.235755
2902.6707,2676,22976.675633
-155.28824,337,22979.136092
2890.5244,2563,22985.211494
3044.7046,2420,22986.447177
-140.26443,569,22987.853684
-178.53761,359,23005.155447
2977.778,2590,23005.290553
-150.51349,450,23011.175514
53.290813,603,23017.672465
-135.66493,408,23027.339429
-145.55145,423,23027.9571
2865.8235,2562,23030.9704
-180.53757,393,23052.267734
3052.434,2543,23085.02292
3021.6694,2627,23089.558737
2894.4507,2689,23094.118766
-75.13655,598,23114.566033
3012.5107,2581,23118.855364
2906.3367,2851,23132.644694
3223.8188,2690,23146.661573
-225.6052,316,23150.309495
3006.612,2973,23154.437369
-104.907425,598,23154.88407
-138.62004,567,23174.578667
-171.71896,438,23177.519303
3128.6465,3146,23183.818815
-49.390236,469,23204.038731
-160.99359,386,23205.452152
2784.196,2417,23207.221019
-149.61478,382,23229.288453
2819.9573,2741,23241.913159
3282.125,2580,23259.062549
-131.42111,455,23264.610042
2920.1052,2380,23280.127094
3093.003,2634,23284.744883
-125.223625,458,23303.602064
3196.003,2690,23314.881425
-240.78552,312,23319.702529
-223.11632,437,23338.609811
2833.6714,2700,23345.146239
2672.8838,2742,23347.590587
2979.1565,2459,23357.402827
-166.29132,366,23364.670271
-136.3249,525,23383.110578
2854.6658,2522,23384.677168
3046.9885,2556,23391.970181
-183.86142,378,23403.966309
-198.72395,274,23419.146215
2827.9092,2563,23421.019676
-95.34457,521,23446.002204
2722.9575,2551,23448.969218
-196.86855,328,23470.674805
3154.2568,2466,23475.430463
2885.7856,2681,23477.761472
-195.10573,362,23489.325062
-158.37894,354,23495.141471
2800.8005,2620,23500.681481
-262.80728,334,23510.67139
-211.85399,327,23515.536018
-33.568684,645,23516.075381
2815.957,2676,23530.460166
-12.986235,540,23533.890522
2798.9846,2667,23539.256833
-165.7527,426,23540.975447
-170.26613,463,23543.753364
-118.3787,389,23557.029626
-223.96954,308,23557.948969
-180.69994,334,23561.364088
-185.09569,514,23582.196646
-194.43108,322,23587.360168
3013.2861,2904,23588.340874
-79.76386,447,23591.269393
-226.48576,459,23592.826551
2786.9614,2666,23608.890584
-36.105434,582,23615.415277
-52.28579,538,23623.626744
-229.00272,294,23625.640184
-168.89377,478,23649.767235
3096.3093,2603,23661.015127
-46.57996,498,23672.628899
2977.2603,2757,23692.111089
-162.04921,383,23695.96015
-111.931145,511,23715.947848
2909.3193,2614,23722.928556
3053.7878,2593,23723.77426
3024.0583,2784,23729.860677
-77.197815,525,23740.920924
-194.96144,376,23743.327605
-43.608707,494,23751.001574
2992.0952,2662,23751.410277
-176.62428,426,23753.954258
3036.3982,2682,23759.008975
-239.79688,269,23767.052605
-122.80617,443,23782.63677
-253.9822,256,23784.458564
-245.36198,378,23784.829637
3158.5154,2579,23804.778417
-145.47435,376,23807.361826
-185.07846,434,23809.497064
-180.2217,423,23810.682218
2971.8333,2514,23832.594935
-151.8879,500,23833.646392
-181.66068,404,23854.82264
-39.43833,523,23857.991071
-237.02223,378,23875.693341
2697.6953,2635,23885.687409
-285.94058,258,23890.987215
2960.3472,2559,23891.872266
3414.4746,2870,23905.64557
-149.3691,486,23923.170257
-198.96667,402,23928.150866
23.122736,645,23931.941954
-168.56609,375,23942.587738
-144.74744,356,23947.893385
3044.392,2668,23950.540771
2989.0151,2749,23961.397863
-274.46463,292,23961.397922
3001.4697,2864,23967.64105
-163.92622,457,23974.240374
-151.56631,410,23985.860052
-225.02771,303,23987.960571
-71.64952,493,23991.2409
2778.6765,2517,23997.352435
-161.73601,449,24009.849393
-214.27687,439,24020.947483
-30.243658,726,24050.347702
2680.9937,3014,24054.515037
3064.0337,2645,24071.037829
-129.16876,411,24072.571217
2900.3982,2650,24088.61884
67.1155,930,24091.598998
-152.08762,464,24096.61741
-101.36464,439,24096.952415
2751.4106,2580,24107.045778
3065.5989,2533,24116.710087
2904.1611,2683,24120.823653
8.287127,767,24138.530242
3254.492,2333,24143.616875
-251.64107,322,24143.927702
-266.16235,290,24157.110204
-197.49913,402,24168.587457
-227.62454,401,24179.396307
-198.39902,405,24190.461862
-11.101675,563,24213.696636
2802.0007,2492,24228.272615
3255.2793,2554,24237.053223
2873.483,2711,24237.949582
-103.481705,503,24242.212319
-148.70685,375,24252.965605
-212.61037,415,24264.981835
2912.0127,2736,24268.288688
-272.3667,312,24270.754364
2734.4233,3126,24280.177406
-103.69653,334,24284.492718
-108.29864,434,24304.281557
-149.05121,476,24310.667095
17.089506,720,24311.488189
3118.429,2534,24312.037379
3008.7544,3233,24317.757494
-183.0129,385,24325.647813
-237.55559,253,24333.870118
-193.87703,468,24340.574642
-199.71088,469,24341.359735
-224.19786,272,24344.375244
-171.41464,410,24363.280227
-89.68229,561,24376.296744
2803.7424,2514,24380.484394
-84.454895,484,24383.904991
2968.7546,2649,24385.220024
-198.55792,494,24402.368249
-95.93855,597,24402.536701
-168.16357,548,24409.766438
2839.2139,2630,24413.219688
-228.7755,294,24420.479942
-56.091324,711,24422.205896
-228.35634,363,24423.540257
-227.26779,317,24440.259141
-134.87834,454,24441.982695
-243.93285,348,24444.491602
-196.88676,356,24446.319213
-243.74448,334,24459.484539
2818.0073,2673,24460.8451
-67.43438,480,24475.278934
-119.94527,524,24483.070417
3179.4536,2481,24484.949826
-243.79163,349,24486.115066
2869.5237,2527,24486.948117
19.032488,675,24489.278272
-148.40685,460,24503.31854
-210.22519,322,24504.643423
-241.73148,303,24505.840228
-230.47147,428,24509.544375
-179.28203,453,24515.134014
-167.3792,414,24516.72886
-212.26175,336,24525.846557
-174.57518,336,24527.766033
-215.57811,357,24528.151736
-238.39432,299,24533.987486
-234.14049,395,24551.404205
-166.65712,379,24552.848558
-131.95615,403,24569.343737
3007.34,2770,24579.842088
4.632311,658,24584.620257
-180.42595,430,24595.424904
2854.2463,2700,24618.009198
2906.884,2434,24631.696407
-150.86327,545,24637.29817
3055.6013,2505,24651.400889
-133.62549,373,24652.467315
2837.16,2795,24655.539835
2884.88,2640,24662.178506
-240.40639,315,24666.810646
-224.60144,359,24676.110921
-169.44283,471,24703.973058
2789.3313,2611,24707.113139
2728.7754,2589,24719.307256
2975.5244,2840,24724.116897
-169.14917,457,24725.143078
-109.68879,338,24743.932519
-163.84373,466,24744.253547
-82.0223,439,24765.528464
2847.3992,2543,24769.243157
2752.8547,2494,24780.827289
-214.20496,547,24791.506485
2775.3923,2581,24805.025929
2995.6565,2803,24812.57395
3025.997,2660,24837.709129
3110.8726,2687,24852.314376
-215.37018,412,24856.308944
2997.479,2489,24862.407845
-272.0318,273,24869.84807
3265.078,2325,24898.636885
2813.8433,2546,24898.902892
-162.58884,362,24915.749714
2688.842,2657,24922.532197
3092.861,2562,24927.255122
3113.3074,2503,24931.214909
-195.72714,374,24946.794977
-182.19206,470,24947.653003
-142.30508,437,24954.534404
-226.20686,317,24966.866797
-231.1023,414,24979.189156
2964.1367,2354,24985.048378
-159.6825,394,25002.340472
-119.01719,361,25011.186538
3087.0984,2756,25016.20959
-86.10779,447,25030.724172
3011.284,2906,25031.35306
-133.67345,468,25034.567929
3149.7253,2535,25037.617843
-255.05725,276,25049.292117
-194.28522,400,25052.219166
2881.4353,2714,25068.141637
-133.53148,387,25071.407346
-174.94633,421,25090.897589
3036.066,2664,25096.14779
2992.4336,2508,25104.777199
-128.94269,414,25129.312706
-148.89369,409,25147.032411
2738.8071,2597,25149.808027
3183.7625,2556,25161.322462
2868.5469,2405,25161.77993
-174.29395,410,25167.613576
-205.49379,356,25180.293965
-121.25331,461,25185.6133
2955.3599,2696,25189.886581
-113.54015,391,25201.468505
3077.155,2658,25205.916145
-121.20323,498,25215.53939
2968.9414,2555,25217.223737
2879.1426,2487,25224.416457
3000.6182,2806,25262.154603
3105.5076,2507,25262.776004
-142.53731,482,25283.00727
3012.9326,2663,25284.440954
3076.156,2615,25302.269572
-256.6143,244,25303.045289
3097.6475,2534,25321.354208
-162.17348,366,25321.893322
3367.1614,2951,25323.742484
3102.5002,2776,25327.989737
-286.65128,281,25337.206712
3218.4626,2997,25338.488094
-227.88057,418,25347.700285
-52.67924,496,25348.142481
-98.80106,462,25355.535343
-148.79298,475,25364.819979
-183.43575,372,25386.210315
44.834835,644,25389.436676
-270.2643,290,25410.173297
2936.4573,2858,25419.173865
2657.611,2693,25433.953181
3085.0103,2613,25442.728444
-229.98256,345,25461.602838
2975.5168,2647,25475.89459
2920.7285,2477,25477.119856
-129.74123,483,25481.463021
2940.6287,2630,25484.26589
-197.56882,362,25500.910591
-47.845226,549,25503.485442
-211.20558,542,25518.934222
-181.52452,369,25529.898298
2977.0708,2760,25534.147277
-231.17427,299,25536.952249
3112.9875,2222,25537.780813
3134.3083,2689,25554.808106
-51.845516,540,25577.539253
3000.182,2926,25583.333524
-182.65259,403,25602.031337
-12.87953,615,25602.78444
3030.3862,2501,25605.366701
-157.58238,329,25625.622857
-136.52081,418,25631.052847
2797.5078,2387,25631.467061
-241.36765,361,25645.035209
-130.1061,414,25652.681869
2746.4712,2451,25657.942253
3006.9036,2450,25660.45642
2892.4346,2470,25660.968904
3009.9226,2644,25664.011821
-124.21732,563,25671.014766
-118.93399,491,25677.825936
-249.0389,274,25680.892475
-96.070816,489,25686.174604
-101.77017,494,25689.301508
-164.88293,350,25700.82535
-55.48244,552,25703.16794
38.990032,581,25718.522201
-141.81555,639,25740.803827
-87.96472,469,25745.301791
3049.3367,2486,25747.704575
4046.233,1391,25757.807294
-197.1704,334,25766.656459
2968.883,2645,25775.08145
122.74082,872,25796.938078
3307.0198,2635,25799.479567
3105.2456,2421,25813.870081
-213.38965,268,25829.329088
3059.7712,2780,25844.501706
2957.5176,2668,25865.558929
3241.5452,2568,25866.606253
2982.7493,2673,25885.998602
-105.692154,464,25887.720114
-163.29929,432,25887.720164
3121.5093,2726,25899.849837
-224.81114,322,25904.221863
3032.835,2379,25915.383562
-194.49292,505,25915.968811
-240.35039,318,25922.111491
-130.66806,404,25923.735328
3079.8948,2769,25934.384943
-204.16275,341,25943.739499
-163.74765,412,25946.524489
-146.71198,512,25961.021727
-191.09877,328,25966.703879
2951.7556,2618,25968.353906
3053.0964,2521,25978.12834
17.81318,696,25979.376735
-190.00687,413,25987.327536
-42.160034,548,25990.487925
-121.2229,487,25995.524322
-182.61281,401,26003.93599
-160.43855,463,26016.950281
-201.22693,370,26023.064396
2944.0493,2525,26036.037856
-137.32909,462,26046.393851
-165.10959,387,26060.937943
3009.1907,2575,26074.347296
-105.56505,502,26077.519752
3095.0405,2610,26090.149394
-196.33705,347,26094.245389
-182.29738,526,26107.491698
-89.40597,429,26114.114904
3024.2898,2448,26116.603627
-228.41307,295,26124.640954
3002.8557,2511,26131.471797
3104.8936,2431,26133.743986
61.17654,767,26140.238665
-229.12036,295,26143.565325
-77.01404,476,26146.441173
2911.9812,2457,26160.029346
-273.02097,344,26161.719171
-177.59315,464,26162.599932
-151.73795,531,26180.953736
-57.209545,504,26191.642813
3049.4783,2431,26202.564337
-0.7638681,581,26221.572481
-197.0765,372,26222.225019
-168.3167,382,26240.947234
-138.29527,613,26251.308604
3179.9072,2708,26264.78359
2855.8843,2611,26272.367006
2939.2583,2724,26291.903773
-126.66857,437,26297.018156
3074.9207,2576,26298.279036
3111.4033,2458,26306.054357
3108.1792,2769,26307.361972
-185.06815,349,26327.796668
-183.5351,381,26328.154515
-166.7038,471,26350.184685
-134.29576,450,26370.207748
3062.6538,2670,26372.873351
2983.7964,2729,26394.501707
-162.28323,338,26397.516262
3057.6414,2628,26403.354164
2902.242,2464,26419.780598
-137.07626,461,26427.442432
3228.723,2493,26429.997656
2898.702,2762,26443.237834
-181.07925,364,26447.293088
-117.361496,503,26457.398687
2778.3596,2600,26465.165729
-145.68436,454,26467.928453
-120.66793,416,26469.593975
-156.78665,366,26488.847002
-210.85818,427,26489.00996
-153.83565,513,26497.790442
3004.78,2624,26518.260987
-215.36456,354,26519.638385
-242.51921,363,26537.15363
-133.19441,354,26538.045909
2916.4695,2658,26540.419594
3119.6084,2848,26546.96836
-290.56638,269,26556.441191
-180.44518,426,26560.899295
3138.0603,2729,26568.83127
-224.30156,374,26575.564603
-154.3384,396,26580.773189
-150.50212,471,26593.946572
3209.0762,2621,26600.003653
-121.87293,398,26603.721594
-268.3857,278,26609.846139
-184.75381,381,26628.649807
2948.4758,2659,26637.925298
3004.8608,2804,26643.819584
-244.77147,304,26662.627735
-130.39111,485,26664.047525
2880.72,2670,26682.69536
-100.903435,467,26684.040951
4032.2246,1490,26691.336184
3098.5547,2676,26694.590126
-175.98576,468,26716.108281
2909.2695,2728,26719.223249
2848.738,2798,26744.561971
3173.5093,2615,26750.874315
-211.97238,397,26767.650329
-242.55019,267,26768.570349
-158.08727,473,26791.181508
2901.7205,2704,26792.574561
2780.7644,2542,26807.416834
-149.69006,328,26809.210121
-89.7275,493,26818.224445
3059.7776,2770,26818.433855
3031.4988,2645,26819.300677
-269.39233,296,26839.726947
3044.3606,2431,26846.140678
-292.6256,282,26862.791622
3004.5298,2846,26864.175196
-183.52213,489,26866.066964
-241.19037,254,26878.810405
-147.4276,332,26883.725415
-115.51442,356,26895.952396
-107.04849,643,26901.620953
3061.5476,2535,26905.786003
-138.26672,455,26907.711968
2918.8848,2532,26942.640831
3075.1763,2628,26957.197276
-144.63963,411,26961.288056
2922.1743,2980,26961.412793
3042.989,2751,26963.480892
-117.584564,587,26991.794321
-181.23132,446,27012.211839
2854.7063,2519,27013.32635
3266.8416,2628,27026.813879
-165.23744,351,27036.151665
-174.70183,466,27039.68205
2670.955,2845,27045.548648
2691.58,3076,27052.585504
-132.66168,453,27055.878213
-195.30183,401,27061.932017
-319.6533,232,27066.771594
-216.73735,334,27078.17909
32.592876,664,27084.945753
-146.15472,444,27088.190374
-208.88872,427,27090.607426
2998.7842,2570,27092.787299
-225.36205,379,27098.81462
3092.8965,2580,27099.384537
2670.0962,2586,27099.755829
-254.1974,299,27119.274768
-215.13138,392,27119.274818
-167.18617,327,27121.298506
-261.86285,320,27121.298563
48.695034,623,27125.861095
-225.73311,309,27139.405322
-131.40758,388,27141.788156
-151.80238,449,27145.279354
-179.27684,469,27157.588803
-140.56177,431,27168.426429
-196.19041,518,27170.767898
-56.267677,525,27177.891782
-224.59778,423,27181.779637
-192.31927,380,27193.328161
-66.623474,482,27196.313294
-180.39645,363,27202.379673
2860.0598,2860,27206.019326
-194.9285,316,27216.526958
-262.57468,413,27218.914953
-121.73226,438,27227.709196
-148.88086,394,27240.142915
2956.1536,2715,27245.604195
2891.1353,2799,27256.588189
-135.92686,413,27262.214442
-260.5315,398,27267.262814
2783.1704,2628,27277.187105
-137.02763,504,27301.379328
-104.8532,531,27323.520868
3154.538,2898,27332.004241
-146.89787,369,27341.734786
3026.1958,2594,27348.459678
2975.821,2787,27350.916828
-166.24158,461,27356.926489
-215.4246,356,27362.374482
2868.8633,2627,27364.405541
-125.602295,466,27382.657311
-6.9494305,545,27390.178305
-38.048786,522,27393.60456
2986.1357,2580,27393.740808
3064.7183,2488,27394.008848
2915.7112,2733,27410.139523
-167.64134,475,27416.617518
-258.07352,311,27429.176045
23.876795,823,27436.050181
3057.1162,2757,27472.265205
3048.0344,2510,27472.426806
-229.154,364,27490.41341
2732.5051,2454,27490.41347
3077.6824,2656,27492.464801
-168.39139,423,27493.992788
3056.2197,2524,27498.132953
-131.52966,428,27513.414045
-194.76645,473,27519.237442
2974.1033,2513,27523.443848
-153.39864,628,27525.053866
-36.98972,526,27528.106925
-224.17674,293,27539.170787
2823.4539,2609,27542.32602
2811.451,2510,27545.920165
-150.13872,364,27551.122989
-241.8623,305,27561.200865
-179.93861,344,27582.706849
82.81936,769,27594.823614
3076.4182,2859,27621.455932
2713.2834,2630,27628.7072
2978.233,2565,27636.34614
-173.00151,336,27638.564705
2831.2634,2714,27643.124603
3002.9604,2699,27660.429976
2784.0085,2638,27663.775235
-162.02647,378,27665.360502
-164.1725,357,27669.793026
-19.353025,688,27673.866832
-168.52551,357,27684.860926
2993.5547,2486,27688.369378
-51.32772,608,27703.895129
-153.27591,561,27705.30985
-103.06526,424,27711.053786
3057.2754,2758,27715.885987
-208.57254,391,27732.688471
4024.3845,1373,27736.594548
-220.94167,344,27736.860545
-110.55661,639,27737.873403
-190.29387,379,27754.674983
-164.23788,389,27760.345891
-121.82678,442,27764.055171
3142.1292,2351,27775.732073
-181.93224,329,27785.761496
3090.9348,2760,27810.146276
3025.3657,2707,27823.300706
-224.69319,365,27827.473026
2963.3074,2833,27847.244498
-217.57997,339,27863.682008
2560.4783,2753,27878.663304
2991.8967,2611,27892.321916
2804.597,2900,27898.366039
2826.0483,2591,27899.738642
-225.28629,285,27908.139009
-259.63794,280,27917.335393
3011.2825,2852,27921.529422
-254.48204,276,27936.360345
-31.991758,682,27939.254468
-111.67651,521,27943.838555
3056.6414,2426,27955.374586
-222.48647,313,27958.700048
3021.7534,2439,27960.080486
-92.211,535,27964.927643
-183.21066,328,27976.899531
-31.275557,517,27995.423218
-109.628746,438,28004.018723
2648.8394,2660,28015.806968
2862.762,2690,28027.645859
-56.293514,542,28031.267601
3132.478,2365,28038.954626
1.2337363,578,28056.332899
-196.43793,351,28059.730625
-129.9625,591,28061.978859
-242.66434,370,28077.412084
-278.34302,288,28078.57653
2691.5046,2411,28079.044874
-144.45735,353,28079.456517
-175.73598,333,28098.565814
2928.1162,2623,28100.046421
2899.9639,2506,28106.283877
-136.73521,613,28116.569255
-250.84444,364,28122.26392
-181.12183,348,28124.013249
-200.67593,343,28128.477875
3036.9485,2703,28140.946979
-160.03532,368,28147.053107
-46.970074,504,28150.110474
2916.8152,2558,28158.375323
-208.28868,341,28160.744129
-117.15161,360,28179.201578
-75.55427,518,28179.929044
-226.6379,367,28181.504726
-124.92745,406,28201.307222
-41.21693,584,28206.856348
2992.2373,2544,28221.764998
2834.744,2739,28235.548068
-180.5986,415,28236.437834
-207.66585,314,28251.806172
2764.6816,2715,28261.861811
2948.145,2755,28267.01558
2841.0305,2633,28281.147784
-191.97606,419,28301.593712
3018.949,2771,28318.46722
2979.7231,2459,28324.067832
-176.51099,340,28343.587848
-9.951345,543,28345.456802
3129.4683,2707,28353.062475
3030.8274,2718,28365.950201
-134.73094,473,28370.101442
3089.5176,2474,28370.764643
3060.9202,2449,28384.064728
-205.11559,320,28387.742954
-149.52878,370,28391.573833
3197.1487,2566,28401.087284
-276.86362,246,28402.021286
-160.15535,373,28415.911086
-214.42653,438,28425.717617
3056.2874,2530,28448.288407
-147.26254,379,28451.148422
-256.58124,329,28470.652232
-135.70593,430,28471.396879
3182.8853,2540,28486.966273
-142.3485,440,28489.937751
3160.1472,2522,28496.742956
2942.3057,2441,28504.595987
-131.9348,448,28509.830689
-225.7211,349,28517.325624
2868.7437,2435,28526.113783
2927.7957,2257,28526.113859
-129.07175,430,28533.732846
-222.01562,358,28537.045854
-194.81639,391,28555.708378
-89.864944,492,28561.563544
-239.77734,358,28564.454842
2951.823,2587,28567.256281
130.40471,1058,28572.241146
-204.88135,438,28583.625101
-226.53679,284,28586.245613
-202.93208,401,28587.478015
64.35273,632,28607.100791
-242.26617,543,28614.037411
-87.76482,667,28617.24405
2999.3196,2587,28617.606351
-82.4233,429,28631.190146
-243.65877,283,28634.285894
-146.32127,418,28637.918851
2905.5034,2571,28641.306966
-142.03362,400,28655.267829
-194.81001,474,28682.080348
3046.7874,2771,28692.436739
-97.90682,557,28703.129018
2772.0532,2643,28703.822527
-155.59087,539,28717.671084
3131.721,2794,28728.186474
-189.94055,288,28742.394231
2730.0032,2290,28746.762279
3054.803,2719,28756.374546
-198.33528,378,28762.811066
2817.577,2544,28765.308599
-212.60423,283,28782.483428
2696.0754,2807,28788.739895
-189.4272,397,28806.762744
-206.77592,290,28822.919388
2981.186,2554,28835.250751
2656.4187,2844,28848.252093
3136.1658,2741,28855.874989
3025.9277,2470,28872.63293
2994.805,2498,28889.628279
2885.621,2709,28890.76046
-73.72732,774,28891.886319
3080.578,2429,28895.867776
-143.98398,369,28909.456492
3265.9895,2660,28934.674243
-160.44254,416,28954.084609
3120.3247,2858,28963.670651
2651.9045,2786,28975.400466
-177.4939,419,28979.235764
-131.10141,393,28982.587289
-182.3352,396,28996.774324
2925.2603,2738,29000.850588
-175.02629,534,29010.013644
3094.4548,2543,29010.279459
-194.42546,316,29014.224661
2980.501,2655,29017.87445
3081.2058,2609,29022.678329
-154.87228,553,29033.224724
3027.4065,2657,29040.905026
-99.59155,423,29042.290835
-60.64483,602,29044.095124
-79.3348,469,29048.652943
-184.09372,468,29060.220386
-112.0098,500,29070.792615
-78.07981,400,29072.083907
3044.6477,2443,29105.365157
-211.98123,351,29122.910225
2895.1514,2615,29133.254855
2894.8755,2566,29134.723435
-50.99837,581,29148.866333
-122.62475,422,29157.847518
2777.8867,2473,29158.190698
-180.61002,344,29176.741679
3164.4429,2515,29183.669571
2960.856,2848,29184.050696
2945.3667,2459,29191.963379
3268.8315,2460,29193.13613
-180.93468,382,29198.659546
-180.23318,418,29210.401998
-167.43802,417,29211.109506
-143.61108,369,29217.454007
0.76614594,620,29230.445267
-192.26164,354,29231.010602
-183.99583,356,29231.5932
-153.73592,438,29242.4708
-100.10162,412,29254.273791
-171.64476,411,29254.751488
-134.48373,376,29262.994872
-197.49167,407,29279.38502
2738.7017,2652,29299.899626
-182.49377,381,29303.588019
2781.8516,2421,29311.73474
2894.077,2499,29317.815812
-213.10754,337,29319.39215
-220.81242,372,29326.297681
2790.4773,2431,29344.270569
-181.25249,612,29356.457056
-182.06511,375,29362.336691
-80.38823,492,29381.036716
2894.381,2801,29385.513073
2743.2913,2281,29389.096304
-241.5848,297,29395.865521
2870.6987,2605,29398.759492
-146.8004,482,29418.128449
4146.7905,547,29427.226027
-122.32357,523,29441.987024
-189.54605,337,29445.336618
3105.5784,2686,29454.236364
3110.7542,2594,29455.349403
3064.2117,2648,29456.999252
-129.19193,411,29469.33743
-114.353294,332,29473.642414
-83.04607,586,29485.753054
2953.2056,2583,29495.3865
-160.5469,437,29505.13462
2909.4978,2567,29530.617696
-217.22949,373,29531.277106
-180.1886,299,29547.294709
-270.99832,327,29548.223838
2611.2485,3077,29564.991164
3058.0046,2396,29568.009785
-194.26212,319,29581.436228
-224.32364,310,29586.563597
3248.6794,2565,29594.462999
-272.0917,385,29604.060647
-194.53635,342,29606.095536
2796.0408,2692,29613.113912
3078.4211,2608,29613.589797
-146.72144,418,29618.517821
-53.3505,526,29647.578038
2955.1672,2632,29647.891172
-227.10225,356,29667.602334
-130.45897,360,29668.428307
-215.10115,326,29685.757979
2891.6575,2451,29686.397028
-225.69243,413,29689.139634
2830.626,2536,29689.734723
-101.40183,400,29710.032084
-140.79094,480,29710.425827
-133.27147,401,29710.74404
-99.05098,510,29712.285417
-212.82753,459,29733.961028
-83.45902,512,29735.616399
3001.9358,2395,29737.911635
2854.2285,2577,29749.070934
-230.40283,385,29763.586042
2915.198,2576,29763.899635
-57.57403,511,29764.431547
2814.6409,2716,29766.141905
-72.502174,513,29766.651285
-159.85616,409,29785.020295
-244.62445,351,29804.250992
-216.3561,557,29824.038077
2910.522,2669,29843.97451
2696.1584,2809,29850.746594
-166.82188,394,29873.148334
2890.8757,2636,29876.191093
2996.5398,2448,29878.191684
3086.0078,2504,29884.179505
2754.1968,2554,29884.433436
-61.03981,483,29897.010699
-212.01869,397,29898.139466
-192.86505,393,29900.385488
2960.3853,2809,29901.427545
-243.32979,334,29919.625139
-225.82349,323,29920.168873
-247.54959,367,29940.340274
3038.9011,2602,29957.187062
-205.53322,328,29974.771395
2953.8345,2711,29982.091939
-232.9378,324,29990.636463
-175.93019,314,30008.758495
2982.2292,2643,30022.678248
3134.4502,2729,30026.2738
2977.6714,2534,30026.985982
2794.0625,2678,30036.913487
2947.098,2329,30039.253969
-198.1132,310,30047.669035
-145.18024,461,30055.314106
-171.26944,413,30068.52392
-43.55155,577,30080.268152
2956.27,2597,30083.709141
-161.62561,481,30087.208082
-181.00838,388,30088.9825
-164.45665,370,30102.400699
-168.0043,484,30115.175194
2723.8137,2453,30121.673609
-147.06006,427,30124.975033
110.485634,814,30130.032792
-224.1554,273,30148.087326
22.713625,615,30149.844324
-50.082268,515,30150.89114
2766.129,2705,30158.793938
2835.1921,2434,30160.2936
-258.39886,325,30185.003376
-20.076109,567,30194.482154
2986.3787,2573,30195.655197
-243.49248,318,30200.809942
-180.01462,365,30215.493601
-80.865036,446,30221.703584
-180.18874,401,30224.351929
3073.272,2732,30229.825861
-103.41726,438,30244.802819
53.620296,610,30248.099762
-241.03757,386,30251.534283
2915.0957,2306,30254.71888
-179.56917,361,30271.031818
-135.0236,474,30273.590958
-158.36305,426,30276.426494
3184.1284,2531,30295.143161
2979.9849,2809,30305.223589
2848.311,2815,30308.485753
21.983095,557,30311.139423
-216.76033,421,30317.628865
-227.24483,329,30329.175826
2957.6921,2608,30353.993978
4061.6892,1190,30356.419526
2960.6292,2855,30386.917795
102.5391,579,30387.75171
2732.562,2567,30395.041
-219.3752,442,30409.81834
-119.418335,484,30410.648244
2565.451,2888,30414.914234
2783.9421,2438,30431.095711
-152.42079,393,30432.089532
